Trans id,Member id,Store id,Date
14-07-2023_22:29:59_10_3,10,3,2023-07-14
14-07-2023_02:03:39_51_3,51,3,2023-07-14
14-07-2023_09:58:21_27_3,27,3,2023-07-14
14-07-2023_16:47:56_68_2,68,2,2023-07-14
14-07-2023_05:54:21_45_1,45,1,2023-07-14
14-07-2023_18:20:25_11_1,11,1,2023-07-14
14-07-2023_03:48:43_82_3,82,3,2023-07-14
14-07-2023_15:54:13_92_1,92,1,2023-07-14
14-07-2023_15:47:13_94_3,94,3,2023-07-14
14-07-2023_05:34:44_6_1,6,1,2023-07-14
14-07-2023_05:24:40_35_1,35,1,2023-07-14
14-07-2023_23:09:27_65_1,65,1,2023-07-14
14-07-2023_16:57:03_55_1,55,1,2023-07-14
14-07-2023_14:53:52_23_3,23,3,2023-07-14
14-07-2023_05:08:02_61_1,61,1,2023-07-14
14-07-2023_12:28:10_56_2,56,2,2023-07-14
14-07-2023_13:21:59_77_1,77,1,2023-07-14
14-07-2023_23:35:04_53_2,53,2,2023-07-14
15-07-2023_13:16:13_15_3,15,3,2023-07-15
15-07-2023_03:37:04_44_2,44,2,2023-07-15
15-07-2023_16:08:41_99_1,99,1,2023-07-15
15-07-2023_16:47:02_90_2,90,2,2023-07-15
15-07-2023_11:55:07_67_2,67,2,2023-07-15
15-07-2023_07:03:22_57_1,57,1,2023-07-15
15-07-2023_01:05:33_99_3,99,3,2023-07-15
15-07-2023_03:31:44_35_1,35,1,2023-07-15
15-07-2023_02:55:05_47_1,47,1,2023-07-15
15-07-2023_02:54:44_29_3,29,3,2023-07-15
15-07-2023_20:39:14_66_2,66,2,2023-07-15
15-07-2023_10:13:35_75_2,75,2,2023-07-15
15-07-2023_18:02:12_70_1,70,1,2023-07-15
15-07-2023_01:21:52_83_2,83,2,2023-07-15
15-07-2023_16:51:05_6_3,6,3,2023-07-15
15-07-2023_14:03:04_53_2,53,2,2023-07-15
15-07-2023_16:34:23_62_1,62,1,2023-07-15
15-07-2023_19:41:38_76_2,76,2,2023-07-15
15-07-2023_23:34:08_59_3,59,3,2023-07-15
15-07-2023_16:45:19_5_3,5,3,2023-07-15
15-07-2023_20:46:33_3_1,3,1,2023-07-15
15-07-2023_19:42:52_58_2,58,2,2023-07-15
15-07-2023_07:49:11_40_3,40,3,2023-07-15
16-07-2023_16:15:52_31_1,31,1,2023-07-16
16-07-2023_17:05:02_44_1,44,1,2023-07-16
16-07-2023_03:08:17_80_3,80,3,2023-07-16
16-07-2023_04:08:33_62_2,62,2,2023-07-16
16-07-2023_09:24:11_33_3,33,3,2023-07-16
16-07-2023_16:47:23_42_2,42,2,2023-07-16
16-07-2023_20:26:30_21_1,21,1,2023-07-16
16-07-2023_06:49:11_69_2,69,2,2023-07-16
16-07-2023_15:13:13_50_1,50,1,2023-07-16
16-07-2023_10:58:17_57_1,57,1,2023-07-16
16-07-2023_16:32:30_51_3,51,3,2023-07-16
16-07-2023_01:46:12_49_1,49,1,2023-07-16
16-07-2023_18:32:56_69_3,69,3,2023-07-16
16-07-2023_19:19:54_56_1,56,1,2023-07-16
16-07-2023_02:33:12_20_1,20,1,2023-07-16
16-07-2023_15:24:26_66_2,66,2,2023-07-16
16-07-2023_19:08:17_31_1,31,1,2023-07-16
17-07-2023_12:45:08_34_3,34,3,2023-07-17
17-07-2023_13:51:09_43_2,43,2,2023-07-17
17-07-2023_12:32:35_23_2,23,2,2023-07-17
17-07-2023_15:30:02_71_3,71,3,2023-07-17
17-07-2023_04:54:53_36_3,36,3,2023-07-17
17-07-2023_19:57:55_61_3,61,3,2023-07-17
17-07-2023_21:26:45_96_3,96,3,2023-07-17
17-07-2023_20:50:26_67_2,67,2,2023-07-17
17-07-2023_15:31:31_5_3,5,3,2023-07-17
17-07-2023_04:44:49_25_3,25,3,2023-07-17
17-07-2023_21:49:05_86_1,86,1,2023-07-17
17-07-2023_04:37:28_75_1,75,1,2023-07-17
17-07-2023_01:31:58_6_1,6,1,2023-07-17
17-07-2023_07:40:48_41_3,41,3,2023-07-17
17-07-2023_06:50:45_88_1,88,1,2023-07-17
17-07-2023_08:40:23_73_2,73,2,2023-07-17
17-07-2023_19:32:40_41_1,41,1,2023-07-17
17-07-2023_05:52:08_8_3,8,3,2023-07-17
17-07-2023_12:36:12_97_3,97,3,2023-07-17
17-07-2023_15:25:08_40_3,40,3,2023-07-17
17-07-2023_08:15:54_70_3,70,3,2023-07-17
18-07-2023_06:38:50_84_1,84,1,2023-07-18
18-07-2023_14:34:16_72_1,72,1,2023-07-18
18-07-2023_20:44:48_26_2,26,2,2023-07-18
18-07-2023_22:30:30_32_2,32,2,2023-07-18
18-07-2023_06:19:14_88_2,88,2,2023-07-18
18-07-2023_09:31:20_42_2,42,2,2023-07-18
18-07-2023_20:58:22_68_3,68,3,2023-07-18
18-07-2023_21:09:25_26_3,26,3,2023-07-18
18-07-2023_18:36:44_74_3,74,3,2023-07-18
18-07-2023_19:38:38_77_3,77,3,2023-07-18
18-07-2023_13:20:10_85_3,85,3,2023-07-18
18-07-2023_19:19:12_75_3,75,3,2023-07-18
18-07-2023_21:34:04_34_3,34,3,2023-07-18
18-07-2023_06:30:09_71_3,71,3,2023-07-18
18-07-2023_16:16:38_68_3,68,3,2023-07-18
18-07-2023_03:44:47_98_1,98,1,2023-07-18
18-07-2023_11:22:27_100_2,100,2,2023-07-18
18-07-2023_03:22:23_15_1,15,1,2023-07-18
18-07-2023_04:17:01_10_2,10,2,2023-07-18
18-07-2023_23:50:26_51_3,51,3,2023-07-18
18-07-2023_22:01:31_78_1,78,1,2023-07-18
18-07-2023_06:38:05_54_3,54,3,2023-07-18
18-07-2023_21:55:18_78_3,78,3,2023-07-18
18-07-2023_13:46:42_73_3,73,3,2023-07-18
18-07-2023_01:09:03_1_1,1,1,2023-07-18
18-07-2023_13:14:23_84_2,84,2,2023-07-18
18-07-2023_16:52:59_65_1,65,1,2023-07-18
18-07-2023_20:40:19_91_1,91,1,2023-07-18
19-07-2023_06:38:01_54_3,54,3,2023-07-19
19-07-2023_16:33:44_16_2,16,2,2023-07-19
19-07-2023_05:46:24_71_1,71,1,2023-07-19
19-07-2023_21:44:58_92_2,92,2,2023-07-19
19-07-2023_04:08:10_87_3,87,3,2023-07-19
19-07-2023_06:18:39_10_3,10,3,2023-07-19
19-07-2023_10:13:04_3_3,3,3,2023-07-19
19-07-2023_18:22:11_35_2,35,2,2023-07-19
19-07-2023_03:51:58_85_3,85,3,2023-07-19
19-07-2023_10:35:29_21_2,21,2,2023-07-19
19-07-2023_14:11:32_43_1,43,1,2023-07-19
19-07-2023_19:23:06_43_3,43,3,2023-07-19
19-07-2023_13:47:12_24_1,24,1,2023-07-19
19-07-2023_03:44:11_55_2,55,2,2023-07-19
19-07-2023_22:04:21_81_2,81,2,2023-07-19
19-07-2023_08:03:10_4_1,4,1,2023-07-19
19-07-2023_23:58:44_70_1,70,1,2023-07-19
19-07-2023_11:01:58_24_1,24,1,2023-07-19
19-07-2023_02:35:06_21_2,21,2,2023-07-19
19-07-2023_14:25:24_79_2,79,2,2023-07-19
19-07-2023_03:37:08_71_1,71,1,2023-07-19
19-07-2023_10:26:15_95_2,95,2,2023-07-19
19-07-2023_03:09:01_88_2,88,2,2023-07-19
19-07-2023_08:22:03_91_2,91,2,2023-07-19
19-07-2023_05:46:59_46_2,46,2,2023-07-19
19-07-2023_08:38:43_32_1,32,1,2023-07-19
19-07-2023_17:54:11_92_2,92,2,2023-07-19
19-07-2023_11:09:28_48_1,48,1,2023-07-19
19-07-2023_08:27:21_28_3,28,3,2023-07-19
19-07-2023_10:44:34_60_2,60,2,2023-07-19
19-07-2023_09:07:52_77_1,77,1,2023-07-19
19-07-2023_11:33:58_63_3,63,3,2023-07-19
19-07-2023_17:56:31_32_1,32,1,2023-07-19
19-07-2023_06:28:56_8_3,8,3,2023-07-19
19-07-2023_05:03:07_81_2,81,2,2023-07-19
19-07-2023_07:27:24_21_1,21,1,2023-07-19
19-07-2023_22:27:54_87_3,87,3,2023-07-19
19-07-2023_17:26:36_41_1,41,1,2023-07-19
19-07-2023_08:39:30_3_1,3,1,2023-07-19
19-07-2023_10:45:23_20_1,20,1,2023-07-19
20-07-2023_19:59:46_25_2,25,2,2023-07-20
20-07-2023_05:47:27_62_1,62,1,2023-07-20
20-07-2023_20:45:29_59_3,59,3,2023-07-20
20-07-2023_02:23:19_76_2,76,2,2023-07-20
20-07-2023_04:34:41_72_3,72,3,2023-07-20
20-07-2023_11:18:02_80_2,80,2,2023-07-20
20-07-2023_13:36:58_65_1,65,1,2023-07-20
20-07-2023_14:07:58_77_3,77,3,2023-07-20
20-07-2023_13:14:29_11_2,11,2,2023-07-20
20-07-2023_20:02:17_20_1,20,1,2023-07-20
20-07-2023_11:05:54_68_2,68,2,2023-07-20
20-07-2023_12:59:56_68_1,68,1,2023-07-20
20-07-2023_04:07:44_51_2,51,2,2023-07-20
20-07-2023_23:16:46_81_2,81,2,2023-07-20
20-07-2023_13:48:50_81_2,81,2,2023-07-20
20-07-2023_18:27:36_27_2,27,2,2023-07-20
20-07-2023_14:20:08_67_1,67,1,2023-07-20
20-07-2023_19:51:18_16_3,16,3,2023-07-20
20-07-2023_11:21:37_100_1,100,1,2023-07-20
20-07-2023_05:46:23_86_2,86,2,2023-07-20
20-07-2023_14:08:53_48_1,48,1,2023-07-20
20-07-2023_19:10:47_99_1,99,1,2023-07-20
20-07-2023_14:36:36_58_2,58,2,2023-07-20
20-07-2023_22:29:36_39_3,39,3,2023-07-20
20-07-2023_04:24:51_95_2,95,2,2023-07-20
20-07-2023_11:44:03_91_2,91,2,2023-07-20
20-07-2023_14:52:37_37_2,37,2,2023-07-20
21-07-2023_02:37:32_42_2,42,2,2023-07-21
21-07-2023_12:11:13_38_1,38,1,2023-07-21
21-07-2023_09:08:06_91_2,91,2,2023-07-21
21-07-2023_04:53:43_52_3,52,3,2023-07-21
21-07-2023_18:50:22_24_1,24,1,2023-07-21
21-07-2023_01:54:42_15_3,15,3,2023-07-21
21-07-2023_22:46:04_41_2,41,2,2023-07-21
21-07-2023_16:27:48_33_3,33,3,2023-07-21
21-07-2023_20:45:51_41_2,41,2,2023-07-21
21-07-2023_19:57:55_63_1,63,1,2023-07-21
21-07-2023_21:17:22_81_2,81,2,2023-07-21
21-07-2023_19:44:39_39_1,39,1,2023-07-21
21-07-2023_20:28:52_21_1,21,1,2023-07-21
21-07-2023_05:55:55_44_1,44,1,2023-07-21
21-07-2023_08:21:24_42_1,42,1,2023-07-21
21-07-2023_19:14:30_30_2,30,2,2023-07-21
21-07-2023_05:38:42_67_1,67,1,2023-07-21
21-07-2023_05:52:57_85_1,85,1,2023-07-21
21-07-2023_21:53:26_89_3,89,3,2023-07-21
21-07-2023_05:52:07_12_2,12,2,2023-07-21
21-07-2023_15:48:43_85_3,85,3,2023-07-21
21-07-2023_17:46:48_19_1,19,1,2023-07-21
21-07-2023_11:05:33_66_2,66,2,2023-07-21
21-07-2023_21:38:10_84_3,84,3,2023-07-21
21-07-2023_07:19:31_69_2,69,2,2023-07-21
21-07-2023_17:37:42_60_1,60,1,2023-07-21
21-07-2023_12:35:22_1_1,1,1,2023-07-21
21-07-2023_03:07:23_20_3,20,3,2023-07-21
21-07-2023_19:11:23_44_3,44,3,2023-07-21
21-07-2023_07:52:18_32_1,32,1,2023-07-21
21-07-2023_05:17:35_58_2,58,2,2023-07-21
21-07-2023_17:22:37_29_1,29,1,2023-07-21
21-07-2023_12:22:01_44_2,44,2,2023-07-21
21-07-2023_16:32:01_10_2,10,2,2023-07-21
21-07-2023_11:38:13_21_3,21,3,2023-07-21
21-07-2023_14:06:31_73_3,73,3,2023-07-21
21-07-2023_09:31:58_55_2,55,2,2023-07-21
21-07-2023_07:50:52_87_3,87,3,2023-07-21
21-07-2023_17:41:37_46_2,46,2,2023-07-21
22-07-2023_13:18:40_21_3,21,3,2023-07-22
22-07-2023_22:20:15_96_2,96,2,2023-07-22
22-07-2023_05:29:50_83_3,83,3,2023-07-22
22-07-2023_03:34:15_42_3,42,3,2023-07-22
22-07-2023_01:32:51_61_1,61,1,2023-07-22
22-07-2023_14:13:56_18_2,18,2,2023-07-22
22-07-2023_09:22:20_64_3,64,3,2023-07-22
22-07-2023_03:05:58_21_1,21,1,2023-07-22
22-07-2023_15:21:37_43_3,43,3,2023-07-22
22-07-2023_17:03:58_68_3,68,3,2023-07-22
22-07-2023_09:16:13_94_1,94,1,2023-07-22
22-07-2023_01:48:31_85_1,85,1,2023-07-22
22-07-2023_10:42:30_57_1,57,1,2023-07-22
22-07-2023_06:14:55_57_1,57,1,2023-07-22
22-07-2023_08:14:27_51_1,51,1,2023-07-22
22-07-2023_21:15:51_74_2,74,2,2023-07-22
22-07-2023_19:36:50_76_2,76,2,2023-07-22
22-07-2023_14:02:32_99_1,99,1,2023-07-22
22-07-2023_03:28:53_57_3,57,3,2023-07-22
23-07-2023_06:41:50_91_2,91,2,2023-07-23
23-07-2023_10:46:36_90_2,90,2,2023-07-23
23-07-2023_06:45:35_40_2,40,2,2023-07-23
23-07-2023_08:43:14_5_3,5,3,2023-07-23
23-07-2023_21:09:17_2_3,2,3,2023-07-23
23-07-2023_06:26:15_20_1,20,1,2023-07-23
23-07-2023_07:31:42_66_3,66,3,2023-07-23
23-07-2023_17:48:44_6_1,6,1,2023-07-23
23-07-2023_16:14:18_75_1,75,1,2023-07-23
23-07-2023_15:41:20_23_2,23,2,2023-07-23
23-07-2023_22:35:02_48_1,48,1,2023-07-23
23-07-2023_18:03:33_77_3,77,3,2023-07-23
23-07-2023_22:51:50_98_3,98,3,2023-07-23
23-07-2023_15:04:41_33_2,33,2,2023-07-23
23-07-2023_16:04:31_9_3,9,3,2023-07-23
23-07-2023_11:58:48_72_2,72,2,2023-07-23
23-07-2023_15:59:42_19_2,19,2,2023-07-23
23-07-2023_03:41:05_60_2,60,2,2023-07-23
23-07-2023_12:31:17_97_2,97,2,2023-07-23
23-07-2023_16:21:30_82_2,82,2,2023-07-23
23-07-2023_18:16:48_13_3,13,3,2023-07-23
23-07-2023_13:07:13_63_2,63,2,2023-07-23
23-07-2023_01:09:05_35_3,35,3,2023-07-23
23-07-2023_06:11:14_39_1,39,1,2023-07-23
23-07-2023_23:48:56_4_3,4,3,2023-07-23
23-07-2023_17:41:14_57_2,57,2,2023-07-23
24-07-2023_05:38:52_1_1,1,1,2023-07-24
24-07-2023_05:24:45_66_2,66,2,2023-07-24
24-07-2023_01:35:47_53_1,53,1,2023-07-24
24-07-2023_18:43:37_71_1,71,1,2023-07-24
24-07-2023_17:27:03_38_3,38,3,2023-07-24
24-07-2023_02:03:34_46_3,46,3,2023-07-24
24-07-2023_06:05:41_81_2,81,2,2023-07-24
24-07-2023_23:17:49_89_2,89,2,2023-07-24
24-07-2023_22:21:38_17_2,17,2,2023-07-24
24-07-2023_15:10:30_59_2,59,2,2023-07-24
24-07-2023_21:22:24_54_1,54,1,2023-07-24
24-07-2023_01:43:46_58_1,58,1,2023-07-24
24-07-2023_14:37:21_90_3,90,3,2023-07-24
24-07-2023_08:34:59_81_3,81,3,2023-07-24
24-07-2023_03:27:22_57_2,57,2,2023-07-24
24-07-2023_04:27:32_30_3,30,3,2023-07-24
24-07-2023_01:07:48_78_3,78,3,2023-07-24
24-07-2023_18:48:58_1_2,1,2,2023-07-24
24-07-2023_20:52:24_12_1,12,1,2023-07-24
24-07-2023_02:10:53_78_1,78,1,2023-07-24
24-07-2023_01:46:55_9_1,9,1,2023-07-24
24-07-2023_21:58:08_47_1,47,1,2023-07-24
24-07-2023_01:17:42_55_3,55,3,2023-07-24
24-07-2023_18:05:35_96_3,96,3,2023-07-24
24-07-2023_17:29:58_13_2,13,2,2023-07-24
24-07-2023_03:27:08_73_1,73,1,2023-07-24
24-07-2023_21:20:46_14_2,14,2,2023-07-24
24-07-2023_03:42:40_47_2,47,2,2023-07-24
24-07-2023_02:32:08_65_3,65,3,2023-07-24
24-07-2023_02:54:24_92_1,92,1,2023-07-24
24-07-2023_23:11:43_23_2,23,2,2023-07-24
24-07-2023_14:12:18_85_1,85,1,2023-07-24
24-07-2023_07:09:41_23_1,23,1,2023-07-24
24-07-2023_12:21:40_14_1,14,1,2023-07-24
24-07-2023_13:18:08_86_2,86,2,2023-07-24
25-07-2023_14:43:43_29_2,29,2,2023-07-25
25-07-2023_21:59:29_17_2,17,2,2023-07-25
25-07-2023_08:23:06_49_1,49,1,2023-07-25
25-07-2023_06:13:58_63_1,63,1,2023-07-25
25-07-2023_15:07:11_62_1,62,1,2023-07-25
25-07-2023_01:14:35_13_2,13,2,2023-07-25
25-07-2023_17:52:15_94_2,94,2,2023-07-25
25-07-2023_09:52:53_64_1,64,1,2023-07-25
25-07-2023_18:09:06_88_2,88,2,2023-07-25
25-07-2023_07:54:03_15_3,15,3,2023-07-25
25-07-2023_14:28:55_98_1,98,1,2023-07-25
25-07-2023_18:01:45_57_2,57,2,2023-07-25
25-07-2023_14:26:56_72_1,72,1,2023-07-25
25-07-2023_07:56:31_85_1,85,1,2023-07-25
25-07-2023_16:49:58_84_1,84,1,2023-07-25
25-07-2023_12:44:12_5_3,5,3,2023-07-25
25-07-2023_19:07:17_7_3,7,3,2023-07-25
25-07-2023_01:33:06_19_3,19,3,2023-07-25
25-07-2023_13:14:51_26_3,26,3,2023-07-25
25-07-2023_22:13:48_3_1,3,1,2023-07-25
25-07-2023_15:11:04_88_2,88,2,2023-07-25
25-07-2023_17:58:11_45_3,45,3,2023-07-25
25-07-2023_06:34:42_91_1,91,1,2023-07-25
25-07-2023_15:09:57_62_3,62,3,2023-07-25
25-07-2023_21:02:47_57_3,57,3,2023-07-25
26-07-2023_04:38:24_45_1,45,1,2023-07-26
26-07-2023_21:33:47_76_2,76,2,2023-07-26
26-07-2023_22:38:13_69_3,69,3,2023-07-26
26-07-2023_23:06:01_30_2,30,2,2023-07-26
26-07-2023_02:56:37_35_2,35,2,2023-07-26
26-07-2023_16:57:12_82_1,82,1,2023-07-26
26-07-2023_01:56:29_44_2,44,2,2023-07-26
26-07-2023_09:34:25_58_3,58,3,2023-07-26
26-07-2023_13:16:59_65_1,65,1,2023-07-26
26-07-2023_01:18:39_82_3,82,3,2023-07-26
26-07-2023_13:34:16_18_1,18,1,2023-07-26
26-07-2023_02:54:54_85_3,85,3,2023-07-26
26-07-2023_10:29:11_3_3,3,3,2023-07-26
26-07-2023_16:29:51_13_2,13,2,2023-07-26
26-07-2023_03:45:05_61_3,61,3,2023-07-26
26-07-2023_15:31:32_33_1,33,1,2023-07-26
26-07-2023_01:58:59_86_3,86,3,2023-07-26
27-07-2023_14:35:18_51_3,51,3,2023-07-27
27-07-2023_10:06:20_73_3,73,3,2023-07-27
27-07-2023_13:50:44_89_2,89,2,2023-07-27
27-07-2023_20:13:25_95_3,95,3,2023-07-27
27-07-2023_16:42:29_82_3,82,3,2023-07-27
27-07-2023_07:23:42_96_1,96,1,2023-07-27
27-07-2023_17:11:19_82_1,82,1,2023-07-27
27-07-2023_03:31:13_87_3,87,3,2023-07-27
27-07-2023_17:33:12_54_3,54,3,2023-07-27
27-07-2023_05:11:36_68_1,68,1,2023-07-27
27-07-2023_23:28:47_64_2,64,2,2023-07-27
27-07-2023_05:04:39_77_1,77,1,2023-07-27
27-07-2023_11:49:06_96_2,96,2,2023-07-27
27-07-2023_04:45:29_95_2,95,2,2023-07-27
27-07-2023_19:40:08_43_1,43,1,2023-07-27
27-07-2023_20:09:24_4_1,4,1,2023-07-27
27-07-2023_07:05:42_26_1,26,1,2023-07-27
27-07-2023_03:07:05_91_2,91,2,2023-07-27
27-07-2023_15:40:23_11_2,11,2,2023-07-27
27-07-2023_09:38:32_32_1,32,1,2023-07-27
27-07-2023_01:21:32_56_1,56,1,2023-07-27
27-07-2023_04:51:59_72_2,72,2,2023-07-27
27-07-2023_22:11:26_66_1,66,1,2023-07-27
27-07-2023_13:09:20_13_1,13,1,2023-07-27
28-07-2023_22:19:11_23_2,23,2,2023-07-28
28-07-2023_14:12:32_64_3,64,3,2023-07-28
28-07-2023_10:07:12_38_2,38,2,2023-07-28
28-07-2023_03:38:49_45_1,45,1,2023-07-28
28-07-2023_14:06:19_44_1,44,1,2023-07-28
28-07-2023_17:44:02_85_1,85,1,2023-07-28
28-07-2023_10:57:55_75_1,75,1,2023-07-28
28-07-2023_07:44:45_45_2,45,2,2023-07-28
28-07-2023_13:56:44_26_1,26,1,2023-07-28
28-07-2023_10:25:58_30_1,30,1,2023-07-28
28-07-2023_07:12:12_28_2,28,2,2023-07-28
28-07-2023_04:35:29_56_1,56,1,2023-07-28
28-07-2023_20:04:30_81_2,81,2,2023-07-28
28-07-2023_16:32:05_5_2,5,2,2023-07-28
28-07-2023_01:55:17_90_3,90,3,2023-07-28
28-07-2023_19:22:03_17_1,17,1,2023-07-28
28-07-2023_06:16:24_28_2,28,2,2023-07-28
28-07-2023_15:52:39_43_1,43,1,2023-07-28
28-07-2023_05:55:29_40_3,40,3,2023-07-28
28-07-2023_06:10:40_86_3,86,3,2023-07-28
28-07-2023_17:43:19_50_3,50,3,2023-07-28
28-07-2023_10:39:15_97_1,97,1,2023-07-28
28-07-2023_21:23:14_66_3,66,3,2023-07-28
28-07-2023_22:35:36_12_3,12,3,2023-07-28
28-07-2023_10:57:21_24_1,24,1,2023-07-28
28-07-2023_08:43:14_48_1,48,1,2023-07-28
29-07-2023_09:51:37_45_2,45,2,2023-07-29
29-07-2023_01:46:33_46_2,46,2,2023-07-29
29-07-2023_23:29:17_45_2,45,2,2023-07-29
29-07-2023_09:59:34_49_3,49,3,2023-07-29
29-07-2023_11:37:04_40_2,40,2,2023-07-29
29-07-2023_15:30:09_34_1,34,1,2023-07-29
29-07-2023_19:56:23_3_1,3,1,2023-07-29
29-07-2023_23:15:39_83_2,83,2,2023-07-29
29-07-2023_03:13:17_52_3,52,3,2023-07-29
29-07-2023_15:48:35_87_3,87,3,2023-07-29
29-07-2023_15:36:24_65_2,65,2,2023-07-29
29-07-2023_13:22:48_37_1,37,1,2023-07-29
29-07-2023_13:14:15_72_2,72,2,2023-07-29
29-07-2023_01:23:51_25_1,25,1,2023-07-29
29-07-2023_23:55:07_44_1,44,1,2023-07-29
29-07-2023_06:55:15_17_1,17,1,2023-07-29
29-07-2023_02:18:32_93_3,93,3,2023-07-29
29-07-2023_20:40:39_6_2,6,2,2023-07-29
29-07-2023_12:06:53_56_2,56,2,2023-07-29
29-07-2023_09:17:04_66_3,66,3,2023-07-29
29-07-2023_12:44:23_87_3,87,3,2023-07-29
29-07-2023_02:31:04_45_3,45,3,2023-07-29
29-07-2023_07:55:57_12_2,12,2,2023-07-29
29-07-2023_18:40:50_85_3,85,3,2023-07-29
29-07-2023_06:06:49_86_3,86,3,2023-07-29
29-07-2023_05:09:03_46_2,46,2,2023-07-29
29-07-2023_09:56:07_7_1,7,1,2023-07-29
29-07-2023_10:52:43_97_1,97,1,2023-07-29
29-07-2023_11:48:57_63_1,63,1,2023-07-29
29-07-2023_12:22:36_25_2,25,2,2023-07-29
29-07-2023_10:40:21_3_3,3,3,2023-07-29
29-07-2023_17:45:30_89_1,89,1,2023-07-29
29-07-2023_14:56:28_75_1,75,1,2023-07-29
29-07-2023_21:42:34_84_1,84,1,2023-07-29
29-07-2023_05:40:56_28_3,28,3,2023-07-29
29-07-2023_21:44:40_66_1,66,1,2023-07-29
29-07-2023_15:11:33_91_2,91,2,2023-07-29
29-07-2023_14:32:48_32_3,32,3,2023-07-29
30-07-2023_21:59:17_3_3,3,3,2023-07-30
30-07-2023_15:21:42_85_3,85,3,2023-07-30
30-07-2023_14:31:42_97_2,97,2,2023-07-30
30-07-2023_17:08:49_97_3,97,3,2023-07-30
30-07-2023_18:38:49_87_3,87,3,2023-07-30
30-07-2023_04:51:48_57_1,57,1,2023-07-30
30-07-2023_18:44:36_38_2,38,2,2023-07-30
30-07-2023_05:30:46_97_2,97,2,2023-07-30
30-07-2023_20:39:20_82_2,82,2,2023-07-30
30-07-2023_14:24:11_25_2,25,2,2023-07-30
30-07-2023_21:33:05_90_2,90,2,2023-07-30
30-07-2023_12:12:30_17_1,17,1,2023-07-30
30-07-2023_03:17:27_35_2,35,2,2023-07-30
30-07-2023_08:49:02_76_2,76,2,2023-07-30
30-07-2023_08:05:23_37_1,37,1,2023-07-30
30-07-2023_19:22:24_29_2,29,2,2023-07-30
30-07-2023_06:26:57_5_2,5,2,2023-07-30
30-07-2023_05:28:14_22_1,22,1,2023-07-30
30-07-2023_02:49:58_29_1,29,1,2023-07-30
30-07-2023_17:43:10_14_2,14,2,2023-07-30
30-07-2023_09:22:35_69_2,69,2,2023-07-30
30-07-2023_05:38:46_17_2,17,2,2023-07-30
30-07-2023_04:06:45_49_1,49,1,2023-07-30
30-07-2023_02:54:17_37_2,37,2,2023-07-30
30-07-2023_19:03:28_87_2,87,2,2023-07-30
30-07-2023_11:29:57_84_2,84,2,2023-07-30
30-07-2023_03:33:49_19_2,19,2,2023-07-30
30-07-2023_14:33:05_93_3,93,3,2023-07-30
30-07-2023_01:10:54_81_2,81,2,2023-07-30
30-07-2023_23:40:20_66_2,66,2,2023-07-30
30-07-2023_23:10:45_49_3,49,3,2023-07-30
30-07-2023_01:48:16_43_1,43,1,2023-07-30
30-07-2023_10:10:05_52_3,52,3,2023-07-30
30-07-2023_01:19:19_37_3,37,3,2023-07-30
30-07-2023_18:52:36_42_3,42,3,2023-07-30
30-07-2023_17:34:49_23_1,23,1,2023-07-30
30-07-2023_04:41:23_88_1,88,1,2023-07-30
30-07-2023_15:29:33_57_3,57,3,2023-07-30
30-07-2023_22:59:25_93_2,93,2,2023-07-30
30-07-2023_22:06:09_32_2,32,2,2023-07-30
31-07-2023_11:42:28_71_1,71,1,2023-07-31
31-07-2023_07:01:16_78_2,78,2,2023-07-31
31-07-2023_08:36:26_21_3,21,3,2023-07-31
31-07-2023_03:14:50_48_2,48,2,2023-07-31
31-07-2023_08:37:03_44_3,44,3,2023-07-31
31-07-2023_04:21:47_31_2,31,2,2023-07-31
31-07-2023_13:43:38_56_2,56,2,2023-07-31
31-07-2023_08:12:31_98_3,98,3,2023-07-31
31-07-2023_11:49:32_80_3,80,3,2023-07-31
31-07-2023_10:51:44_74_3,74,3,2023-07-31
31-07-2023_07:23:05_42_1,42,1,2023-07-31
31-07-2023_03:15:41_92_1,92,1,2023-07-31
31-07-2023_15:44:06_61_2,61,2,2023-07-31
31-07-2023_13:34:24_90_3,90,3,2023-07-31
31-07-2023_17:36:12_16_2,16,2,2023-07-31
31-07-2023_15:27:28_7_3,7,3,2023-07-31
31-07-2023_06:06:40_32_3,32,3,2023-07-31
31-07-2023_18:13:32_74_2,74,2,2023-07-31
31-07-2023_22:02:04_54_2,54,2,2023-07-31
31-07-2023_02:20:07_46_3,46,3,2023-07-31
31-07-2023_16:57:01_68_2,68,2,2023-07-31
31-07-2023_15:51:35_78_1,78,1,2023-07-31
31-07-2023_23:59:58_98_1,98,1,2023-07-31
01-08-2023_15:33:05_13_3,13,3,2023-08-01
01-08-2023_13:12:51_17_3,17,3,2023-08-01
01-08-2023_15:23:45_55_1,55,1,2023-08-01
01-08-2023_06:41:52_13_3,13,3,2023-08-01
01-08-2023_13:01:02_7_1,7,1,2023-08-01
01-08-2023_22:37:50_55_3,55,3,2023-08-01
01-08-2023_01:57:08_36_2,36,2,2023-08-01
01-08-2023_10:33:50_64_3,64,3,2023-08-01
01-08-2023_04:13:07_58_3,58,3,2023-08-01
01-08-2023_07:27:51_79_2,79,2,2023-08-01
01-08-2023_21:06:25_77_3,77,3,2023-08-01
01-08-2023_16:10:11_3_1,3,1,2023-08-01
01-08-2023_09:24:41_38_3,38,3,2023-08-01
